1,	3,	4,	W
1,	12,	12,	S
1,	15,	15,	R
1,	22,	23,	S
2,	10,	11,	S
2,	79,	85,	W
3,	24,	25,	S
4,	8,	8,	S
4,	34,	35,	S
4,	41,	41,	M
4,	57,	57,	M
5,	8,	9,	S
6,	14,	16,	S
7,	12,	13,	S
7,	14,	14,	R
7,	18,	18,	M
7,	34,	35,	S
8,	6,	11,	W
8,	12,	12,	M
8,	13,	16,	W
8,	19,	19,	M
8,	22,	22,	M
9,	2,	2,	R
9,	23,	23,	M
10,	1,	8,	W
11,	6,	6,	M
11,	18,	18,	M
12,	6,	6,	M
12,	43,	43,	R
12,	46,	46,	R
12,	49,	49,	M
12,	61,	69,	W
13,	9,	9,	S
14,	15,	15,	S
15,	14,	14,	R
15,	16,	17,	S
16,	19,	20,	S
16,	47,	47,	R
16,	50,	50,	M
17,	13,	13,	R
18,	15,	15,	M
19,	9,	10,	S
19,	17,	17,	M
19,	20,	20,	R
19,	21,	21,	M
20,	2,	3,	S
20,	4,	4,	R
20,	55,	55,	R
20,	58,	58,	M
21,	17,	17,	M
21,	34,	34,	R
22,	16,	16,	R
22,	59,	60,	S
22,	74,	75,	W
23,	3,	3,	S
23,	18,	18,	M
24,	30,	30,	M
24,	34,	34,	M
24,	104,	105,	S
24,	111,	111,	S
24,	135,	135,	S
25,	15,	16,	S
26,	30,	31,	S
26,	34,	35,	S
26,	47,	47,	R
26,	62,	62,	S
27,	17,	17,	R
27,	27,	28,	S
28,	49,	49,	M
28,	62,	62,	S
28,	86,	86,	S
28,	137,	138,	S
29,	32,	32,	R
29,	61,	62,	S
29,	126,	127,	S
29,	128,	128,	M
29,	179,	179,	R
30,	6,	7,	S
31,	34,	34,	M
31,	49,	50,	S
31,	70,	71,	S
31,	126,	126,	S
32,	12,	12,	R
33,	11,	12,	S
34,	40,	41,	S
34,	44,	44,	M
34,	51,	51,	M
35,	18,	18,	R
35,	27,	28,	S
35,	32,	32,	S
35,	35,	35,	M
35,	56,	56,	R
35,	68,	68,	M
35,	97,	97,	S
35,	112,	112,	M
35,	123,	123,	M
36,	3,	3,	R
36,	35,	35,	S
37,	6,	6,	M
37,	15,	16,	S
37,	26,	29,	S
37,	32,	32,	M
37,	45,	46,	S
38,	16,	16,	M
39,	13,	13,	M
40,	6,	6,	M
41,	13,	14,	S
42,	1,	8,	W
43,	1,	2,	S
43,	7,	8,	S
43,	26,	26,	M
43,	35,	35,	R
43,	36,	39,	W
43,	43,	45,	S
44,	3,	3,	M
44,	12,	12,	M
45,	16,	22,	W
46,	13,	14,	S
46,	33,	33,	R
46,	63,	63,	M
46,	84,	84,	M
47,	18,	20,	S
47,	34,	34,	R
47,	54,	55,	S
48,	19,	20,	S
48,	25,	25,	R
49,	48,	48,	M
49,	52,	53,	S
49,	56,	56,	R
50,	13,	14,	S
50,	19,	21,	W
50,	33,	34,	S
50,	45,	45,	S
50,	60,	60,	M
50,	67,	67,	S
50,	73,	74,	S
50,	89,	89,	M
51,	2,	2,	R
51,	49,	49,	S
51,	52,	52,	S
52,	11,	12,	S
53,	35,	36,	S
54,	42,	42,	M
54,	48,	48,	M
55,	6,	7,	S
55,	13,	13,	M
56,	34,	34,	S
56,	104,	104,	M
57,	8,	13,	W
57,	32,	35,	W
57,	58,	58,	M
58,	14,	14,	R
59,	17,	17,	M
60,	21,	21,	S
61,	9,	9,	R
61,	26,	27,	S
62,	10,	10,	M
62,	16,	16,	M
62,	45,	45,	M
63,	1,	8,	W
63,	37,	37,	S
63,	41,	41,	M
63,	51,	51,	S
64,	7,	7,	M
64,	48,	48,	S
64,	51,	51,	R
64,	80,	81,	S
65,	28,	29,	S
65,	31,	31,	M
65,	48,	48,	R
66,	23,	24,	S
66,	28,	28,	M
67,	12,	12,	M
68,	44,	44,	M
69,	1,	2,	S
69,	36,	37,	S
70,	17,	17,	S
71,	4,	5,	W
71,	6,	6,	M
71,	7,	8,	W
72,	14,	15,	S
72,	17,	17,	R
72,	44,	44,	S
73,	8,	12,	W
73,	35,	35,	S
73,	54,	55,	S
73,	61,	64,	W
73,	65,	66,	S
74,	12,	14,	W
74,	37,	38,	S
75,	7,	7,	S
75,	11,	11,	M
76,	4,	4,	R
76,	9,	9,	R
77,	9,	9,	R
77,	24,	26,	S
77,	58,	58,	R
77,	68,	69,	W
77,	70,	70,	M
77,	71,	73,	W
78,	3,	3,	M
78,	21,	21,	M
79,	1,	1,	M
80,	6,	6,	M
80,	8,	8,	S
81,	4,	4,	M
82,	3,	3,	S
82,	19,	20,	S
83,	6,	6,	M
84,	12,	12,	S
84,	17,	17,	S
84,	25,	25,	M
84,	31,	31,	S
85,	15,	15,	M
86,	31,	32,	S
86,	66,	68,	W
87,	22,	23,	S
88,	2,	2,	R
88,	8,	9,	S
89,	1,	2,	S
90,	10,	10,	R
90,	14,	14,	R
90,	17,	17,	M
90,	36,	37,	S
90,	51,	52,	S
90,	62,	62,	M
90,	91,	91,	M
90,	94,	94,	R
90,	101,	101,	R
90,	108,	108,	M
91,	4,	4,	M
92,	24,	25,	S
93,	8,	8,	S
93,	9,	9,	M
93,	45,	45,	M
94,	5,	5,	S
95,	23,	23,	M
96,	23,	23,	M
96,	29,	29,	R
97,	6,	7,	S
97,	18,	19,	S
98,	5,	5,	S
99,	4,	4,	S
99,	15,	16,	S
99,	27,	28,	S
99,	29,	29,	M
100,	1,	2,	S
100,	40,	40,	R
101,	9,	9,	R
102,	6,	6,	M
102,	43,	43,	R
102,	58,	59,	S
103,	6,	6,	M
103,	85,	86,	S
104,	9,	10,	S
104,	13,	13,	R
104,	28,	29,	S
104,	37,	37,	M
105,	13,	14,	S
106,	15,	16,	S
106,	19,	21,	S
107,	20,	20,	M
107,	29,	29,	M
107,	32,	38,	W
108,	12,	13,	S
109,	3,	3,	M
109,	14,	14,	R
110,	1,	5,	W
110,	39,	39,	M
110,	46,	46,	S
111,	7,	7,	R
111,	96,	96,	M
111,	105,	105,	R
112,	11,	12,	S
112,	20,	20,	M
113,	9,	9,	M
113,	20,	22,	S
114,	30,	30,	M
114,	35,	35,	M
114,	101,	102,	S
115,	3,	5,	S
115,	12,	12,	M
116,	9,	10,	S
117,	1,	1,	S
118,	52,	52,	S
118,	64,	64,	S
118,	76,	76,	S
118,	101,	101,	S
118,	163,	164,	S
119,	3,	3,	R
119,	49,	49,	S
119,	70,	72,	W
120,	27,	27,	S
120,	43,	51,	W
120,	85,	85,	R
121,	20,	20,	S
121,	24,	25,	S
122,	3,	3,	R
123,	19,	19,	M
124,	10,	10,	R
125,	8,	8,	R
125,	23,	23,	M
125,	30,	30,	S
125,	40,	40,	S
125,	41,	41,	M
125,	53,	53,	S
126,	3,	7,	W
126,	8,	8,	M
126,	20,	20,	M
127,	19,	19,	M
128,	5,	6,	S
128,	16,	16,	R
128,	17,	19,	W
128,	37,	38,	S
128,	39,	39,	M
129,	1,	1,	S
130,	5,	8,	W
130,	51,	51,	M
130,	66,	67,	S
130,	73,	73,	R
130,	89,	89,	S
130,	102,	108,	W
130,	113,	113,	S
130,	152,	152,	M
131,	25,	25,	M
131,	34,	35,	S
131,	77,	78,	S
131,	101,	101,	R
132,	13,	14,	S
132,	23,	23,	M
133,	14,	14,	S
134,	17,	17,	M
135,	9,	9,	R
135,	28,	33,	W
135,	66,	68,	S
136,	25,	25,	M
136,	38,	38,	M
136,	87,	90,	S
137,	4,	4,	S
137,	19,	19,	R
137,	33,	33,	S
137,	38,	38,	S
138,	14,	15,	S
138,	40,	40,	R
139,	16,	17,	S
139,	31,	31,	S
140,	15,	17,	S
140,	19,	21,	S
140,	56,	56,	S
140,	121,	122,	M
140,	133,	133,	M
141,	15,	15,	M
142,	3,	3,	R
142,	6,	6,	M
142,	14,	14,	R
142,	23,	23,	R
142,	28,	28,	R
142,	63,	63,	M
142,	67,	67,	M
143,	4,	4,	R
144,	10,	11,	S
144,	42,	42,	R
145,	6,	6,	R
145,	7,	7,	M
145,	25,	25,	M
146,	6,	6,	R
146,	7,	10,	W
146,	11,	11,	R
147,	3,	8,	W
147,	15,	15,	M
147,	41,	41,	M
147,	42,	49,	W
148,	18,	18,	R
149,	48,	48,	S
149,	51,	53,	S
149,	82,	82,	R
150,	26,	26,	S
150,	32,	32,	S
150,	85,	85,	R
151,	7,	10,	S
151,	34,	35,	S
151,	39,	51,	W
152,	3,	3,	S
152,	4,	4,	R
152,	13,	14,	S
153,	3,	3,	M
153,	76,	76,	M
153,	86,	86,	M
153,	106,	106,	R
153,	110,	110,	R
154,	5,	5,	R
155,	15,	15,	R
155,	20,	20,	R
155,	25,	25,	M
156,	2,	2,	S
156,	21,	21,	R
157,	17,	17,	M
158,	17,	17,	R
159,	6,	6,	M
160,	20,	20,	S
161,	12,	12,	R
162,	8,	8,	R
162,	22,	22,	S
162,	24,	26,	S
162,	34,	34,	R
162,	47,	47,	R
162,	65,	65,	M
162,	81,	83,	S
162,	107,	108,	S
162,	112,	112,	M
162,	117,	117,	M
162,	119,	120,	S
162,	121,	121,	M
163,	28,	29,	S
163,	32,	32,	S
164,	11,	11,	R
164,	39,	39,	R
164,	61,	62,	S
164,	73,	73,	S
164,	101,	101,	R
165,	12,	12,	R
166,	20,	21,	S
166,	45,	46,	S
166,	77,	77,	M
166,	93,	93,	M
167,	30,	31,	S
168,	15,	15,	S
169,	8,	24,	W
169,	33,	33,	R
169,	71,	71,	S
169,	87,	88,	S
169,	93,	93,	M
169,	94,	94,	S
169,	122,	123,	S
170,	12,	13,	S
170,	58,	61,	S
170,	81,	81,	S
171,	21,	21,	M
171,	24,	24,	M
171,	32,	32,	R
171,	33,	33,	S
172,	13,	13,	M
172,	22,	22,	R
173,	12,	13,	S
173,	16,	17,	S
174,	4,	4,	S
175,	17,	17,	M
175,	44,	45,	S
175,	63,	63,	R
175,	77,	77,	M
175,	79,	79,	S
176,	11,	11,	S
177,	12,	12,	R
178,	5,	6,	S
179,	6,	6,	R
180,	12,	13,	S
181,	2,	4,	S
181,	22,	22,	S
181,	42,	42,	M
182,	13,	14,	S
183,	12,	13,	S
184,	21,	22,	S
184,	42,	43,	S
184,	55,	55,	M
184,	75,	77,	S
184,	85,	85,	S
185,	17,	17,	R
186,	13,	14,	S
187,	6,	6,	S
188,	10,	10,	R
188,	18,	18,	S
188,	28,	28,	S
188,	34,	35,	S
188,	39,	40,	S
189,	5,	5,	M
190,	20,	20,	S
191,	3,	3,	S
191,	80,	80,	S
191,	103,	103,	R
192,	17,	18,	S
192,	23,	24,	S
192,	43,	45,	W
193,	4,	4,	M
193,	30,	31,	S
194,	6,	6,	R
194,	23,	24,	S
194,	51,	52,	S
194,	59,	59,	M
195,	10,	10,	M
195,	156,	157,	S
196,	12,	15,	W
196,	19,	19,	M
196,	35,	37,	S
197,	10,	10,	R
197,	26,	26,	S
197,	52,	53,	S
198,	19,	19,	R
198,	32,	32,	R
199,	7,	7,	R
199,	16,	16,	M
199,	31,	31,	S
199,	45,	45,	R
200,	32,	35,	W
200,	36,	36,	M
201,	6,	10,	W
201,	24,	24,	M
201,	31,	31,	M
201,	40,	40,	M
202,	8,	11,	W
203,	3,	3,	S
204,	3,	5,	S
204,	17,	19,	S
204,	31,	35,	W
204,	38,	40,	W
204,	41,	41,	S
204,	42,	43,	W
204,	60,	60,	R
205,	11,	11,	S
205,	25,	25,	S
206,	20,	20,	M
206,	43,	43,	M
206,	45,	45,	M
206,	65,	69,	W
207,	34,	34,	R
208,	24,	24,	S
208,	31,	32,	S
209,	2,	2,	M
209,	10,	10,	S
209,	18,	19,	S
209,	26,	27,	S
209,	29,	29,	R
209,	35,	36,	S
209,	62,	63,	S
209,	66,	70,	W
210,	28,	36,	W
211,	14,	14,	R
